word,query,dmetaphone_sim,dmetaphone_ed,metaphone_sim,metaphone_ed,nysiis_sim,nysiis_ed,soundex_sim,soundex_ed,og_sim,og_ed,label
galzin,glazin,0.7222,2,0.7222,2,0.8222,2,0.5,4,0.8222,2,0
gamene,gamene,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gamene,gamene,0.7778,1,0.7778,1,0.8667,1,0.8333,1,0.6944,2,0
gamene,gamene,0.7778,1,0.7778,1,0.9333,1,0.8333,1,0.8889,2,0
gamene,gamen1e,1.0,0,1.0,0,1.0,0,1.0,0,0.9762,1,1
gamene,gdamene,0.925,1,0.925,1,0.95,1,0.85,2,0.9571,1,1
gamene,gameen,1.0,0,1.0,0,1.0,0,1.0,0,0.9667,2,1
gamene,gameen,0.7778,1,0.7778,1,0.9333,1,0.8333,1,0.8889,2,0
gamene,gamnee,1.0,0,1.0,0,0.8483,2,0.8667,1,0.9611,2,1
gamifant,gamifant,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gamifant,gamifantt,1.0,0,1.0,0,0.9476,2,1.0,0,0.9926,1,1
gamifant,gamiffant,1.0,0,1.0,0,1.0,0,1.0,0,0.9815,1,1
gamifant,gamifnant,0.9667,1,0.9667,1,0.9792,1,1.0,0,0.9606,1,1
gamifant,gamifatn,0.9533,2,0.9533,2,0.9476,2,0.8833,1,0.9833,2,1
gamifant,gamifnat,1.0,0,1.0,0,0.9345,2,1.0,0,0.9792,2,1
gantanol,gantanol,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gantanol,gantavnol,0.9611,1,0.9611,1,0.9815,1,0.8833,1,0.9815,1,1
gantanol,gatanol,0.865,1,0.865,1,0.9095,1,0.75,2,0.9095,1,1
gantanol,ggantanol,1.0,0,1.0,0,1.0,0,1.0,0,0.9667,1,1
gas,gas,0.6667,1,0.6667,1,0.0,2,0.8333,1,0.7778,2,0
gas,gas,0.0,2,0.0,2,0.0,3,0.6667,2,0.5556,2,0
gas,gas,0.7,1,0.7,1,0.8,2,0.85,1,0.6,2,0
gas,gas,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gas,gas,0.0,2,0.0,2,0.0,3,0.6667,2,0.5556,2,0
gas,gas,0.6667,1,0.6667,1,0.0,1,0.8333,1,0.5556,2,0
gas,gas,0.9,1,0.9,1,0.85,1,0.85,2,0.8,1,0
gas,gas,0.7,1,0.7,1,0.8,2,0.85,1,0.6,2,0
gas,gas,0.0,2,0.0,2,0.0,1,0.6667,2,0.5556,2,0
gas,gas,0.6667,1,0.6667,1,0.0,1,0.8333,1,0.5556,2,0
gas,gas,0.6111,2,0.6111,2,0.0,2,0.6667,3,0.5556,2,0
gas,gas,0.6667,1,0.6667,1,0.0,2,0.6667,3,0.5556,2,0
gas,g0as,0.9,1,0.9,1,0.85,1,0.85,2,0.75,2,0
gas,g0as,1.0,0,1.0,0,1.0,0,1.0,0,0.925,1,1
gas,gaas,0.9,1,0.9,1,0.85,1,0.85,2,0.75,2,0
gas,gaas,1.0,0,1.0,0,1.0,0,1.0,0,0.9333,1,1
gas,gass,0.6667,1,0.6667,1,0.0,2,0.8333,1,0.7222,2,0
gas,gass,0.6667,1,0.6667,1,0.0,1,0.8333,1,0.7222,2,0
gas,gass,0.9,1,0.9,1,0.85,1,0.85,2,0.75,2,0
gas,gass,1.0,0,1.0,0,1.0,0,1.0,0,0.9417,1,1
gas,gwas,0.6667,2,0.6667,2,0.5833,3,0.6667,2,0.6667,2,0
gas,gwas,0.9,1,0.9,1,0.7,1,0.85,2,0.75,2,0
gas,gwas,1.0,0,1.0,0,0.85,1,1.0,0,0.925,1,1
gastrocrom,gastrocrom,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gastrocrom,g3astrocrom,1.0,0,1.0,0,1.0,0,1.0,0,0.9727,1,1
gastrocrom,gastrtocrom,0.975,1,0.975,1,0.9848,1,1.0,0,0.9848,1,1
gastrocrom,gastorcrom,1.0,0,1.0,0,0.98,2,1.0,0,0.98,2,1
gastrocrom,gatsrocrom,0.9571,2,0.9571,2,0.9733,2,0.925,2,0.9733,2,1
gastrografin,gastrografin,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gastrografin,gasbtrografin,0.9704,1,0.9704,1,0.9821,1,0.8667,2,0.9821,1,1
gastrografin,gastrografiin,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1
gastrografin,gastrogrhafin,1.0,0,1.0,0,1.0,0,1.0,0,0.9949,1,1
gastrografin,agstrografin,0.963,1,0.963,1,0.9722,2,0.8333,1,0.9722,2,1
gatifloxacin,gatifloxacin,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gatifloxacin,gatiffloxacin,1.0,0,1.0,0,1.0,0,1.0,0,0.9872,1,1
gatifloxacin,gatifloxaacin,1.0,0,1.0,0,1.0,0,1.0,0,0.9974,1,1
gatifloxacin,gatifloxaci,0.9875,1,0.9875,1,1.0,2,1.0,0,1.0,1,1
gatifloxacin,gattifloxacin,1.0,0,1.0,0,1.0,0,1.0,0,0.9821,1,1
gaviscon,gaviscon,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gaviscon,gavisccon,1.0,0,1.0,0,1.0,0,1.0,0,0.9852,1,1
gaviscon,gavisscon,1.0,0,1.0,0,1.0,0,1.0,0,0.9815,1,1
gaviscon,gavviscon,1.0,0,1.0,0,1.0,0,1.0,0,0.9741,1,1
gaviscon,geaviscon,0.7417,1,0.7417,1,1.0,0,1.0,0,0.9667,1,1
gavreto,gavreto,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gavreto,gaveto,0.9333,1,0.9333,1,0.9611,1,0.8667,2,0.9667,1,1
gavreto,gavretoo,1.0,0,1.0,0,1.0,0,1.0,0,0.9875,1,1
gavreto,geavreto,0.8333,1,0.8333,1,1.0,0,1.0,0,0.8768,1,1
gavreto,garveto,0.925,2,0.925,2,0.9556,2,0.925,2,0.9619,2,1
gavreto,gvareto,1.0,0,1.0,0,0.95,2,1.0,0,0.9571,2,1
gazyva,gazyva,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gazyva,gazzyva,1.0,0,1.0,0,1.0,0,1.0,0,0.9667,1,1
gazyva,glazyva,0.925,1,0.925,1,0.95,1,0.85,2,0.9571,1,1
gazyva,gzyva,1.0,0,1.0,0,0.865,1,0.85,2,0.83,1,1
gazyva,gazvya,1.0,0,1.0,0,0.9533,1,1.0,0,0.9611,2,1
gefitinib,gefitinib,0.7333,2,0.7333,2,0.8519,2,0.6667,2,0.8519,2,0
gefitinib,gefitinib,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gefitinib,gefitini,0.96,1,0.96,1,0.9778,2,1.0,0,0.9926,1,1
gefitinib,gfitinib,0.8222,2,0.8222,2,0.7222,2,0.6667,2,0.8333,2,0
gefitinib,gfitinib,0.8667,1,0.8667,1,0.8542,1,1.0,0,0.9667,1,1
gefitinib,angefitinib,0.7714,2,0.7714,2,0.8468,2,0.5,4,0.8098,2,1
gefitinib,gfeitinib,0.8667,1,0.8667,1,0.8542,1,1.0,0,0.9667,2,1
gel,gel,0.6667,2,0.6667,2,0.6111,2,0.6667,2,0.6111,2,0
gel,gel,0.6667,1,0.6667,1,0.7222,2,0.8333,1,0.6889,3,0
gel,gel,0.6667,1,0.6667,1,0.7778,1,0.8333,1,0.5556,2,0
gel,gel,0.65,2,0.65,2,0.7511,3,0.7,2,0.7511,3,0
gel,gel,0.8889,1,0.8889,1,0.5556,2,0.6667,3,0.5556,2,0
gel,gel,0.0,3,0.0,3,0.7222,2,0.5,3,0.7222,2,0
gel,gel,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gel,gel,0.7,1,0.7,1,0.8,2,0.85,1,0.6,2,0
gel,gel,0.6667,1,0.6667,1,0.7778,1,0.8333,1,0.5556,2,0
gel,gel,0.0,3,0.0,3,0.8667,2,0.5,4,0.7556,2,0
gel,gel,0.65,2,0.65,2,0.65,2,0.7,2,0.6,2,0
gel,gel,0.6667,1,0.6667,1,0.7778,1,0.8333,1,0.7222,2,0
gel,gel,0.7,1,0.7,1,0.8222,1,0.85,1,0.6,2,0
gel,gel,0.6667,1,0.6667,1,0.6111,2,0.8333,1,0.7222,3,0
gel,gel,1.0,0,1.0,0,0.7222,2,0.8333,1,0.6889,3,0
gel,gel,0.6111,2,0.6111,2,0.5556,2,0.6667,3,0.5556,2,0
gel,el,0.0,2,0.0,2,0.0,3,0.6667,2,0.6111,2,0
gel,el,1.0,0,1.0,0,1.0,0,1.0,0,0.8667,2,0
gel,el,0.6667,1,0.6667,1,0.5833,3,0.8333,1,0.8,3,0
gel,el,1.0,0,1.0,0,0.6111,2,0.8333,1,0.6111,2,0
gel,el,0.625,3,0.625,3,0.625,3,0.7,2,0.625,3,0
gel,el,0.9,1,0.9,1,0.6111,2,0.6667,3,0.6111,2,0
gel,el,0.61,3,0.61,3,0.61,3,0.85,2,0.61,3,0
gel,el,0.9,1,0.9,1,0.9,1,0.85,2,0.85,2,0
gel,el,0.6667,1,0.6667,1,0.6111,2,0.8333,1,0.6111,2,0
gel,el,0.6667,1,0.6667,1,0.6111,2,0.8333,1,0.8889,1,1
gel,el,0.625,3,0.625,3,0.625,3,0.7,2,0.625,3,0
gel,el,1.0,0,1.0,0,0.6667,1,0.8333,1,0.5833,3,0
gel,el,0.625,2,0.625,2,0.61,3,0.7,3,0.61,3,0
gel,el,0.6667,1,0.6667,1,0.6111,2,0.8333,1,0.8333,2,0
gel,el,1.0,0,1.0,0,0.6667,1,0.8333,1,0.6111,2,0
gel,el,0.6111,2,0.6111,2,0.6111,2,0.6667,3,0.6111,2,0
gel,ge,0.0,2,0.0,2,0.0,2,0.6667,2,0.6111,2,0
gel,ge,0.0,3,0.0,3,0.76,4,0.7,2,0.84,3,0
gel,ge,0.7778,2,0.7778,2,0.75,3,0.5,3,0.8333,2,0
gel,ge,0.0,2,0.0,2,0.8,2,0.85,1,0.9111,1,1
gel,ge,0.0,2,0.0,2,1.0,0,0.85,1,0.65,2,0
gel,ge,0.0,3,0.0,3,0.85,1,0.7,2,0.65,2,0
gel,ge,0.0,2,0.0,2,0.8,2,0.85,1,0.65,2,0
gel,ge,0.0,2,0.0,2,0.0,2,0.6667,2,0.6111,2,0
gel,geal,0.6667,1,0.6667,1,0.7778,1,0.8333,1,0.6667,2,0
gel,geal,0.6111,2,0.6111,2,0.7222,2,0.6667,3,0.6667,2,0
gel,geal,0.6667,1,0.6667,1,1.0,0,1.0,0,0.9333,1,1
gel,geal,0.6111,2,0.6111,2,0.7222,2,0.6667,3,0.6667,2,0
gel,geal,0.6667,1,0.6667,1,0.7778,1,0.8333,1,0.7222,2,0
gel,geal,0.0,2,0.0,2,0.8,2,0.85,1,0.75,2,0
gel,geal,0.6667,1,0.6667,1,0.7778,1,0.8333,1,0.6667,2,0
gel,egl,0.6111,2,0.6111,2,0.5556,3,0.6667,2,0.7778,2,0
gel,egl,0.9,1,0.9,1,0.5556,2,0.6667,3,0.5556,2,0
gel,egl,1.0,0,1.0,0,0.5556,2,0.8333,1,0.5556,2,0
gel,egl,0.8,1,0.8,1,0.8,1,0.85,1,0.75,2,0
gel,egl,0.6111,2,0.6111,2,0.5556,2,0.6667,3,0.5556,2,0
gel,egl,0.8889,1,0.8889,1,0.7778,2,0.6667,3,0.8889,2,1
gel,egl,0.75,2,0.75,2,0.88,2,0.85,2,0.88,2,0
gel,egl,0.9,1,0.9,1,0.9,1,0.85,2,0.75,2,0
gel,egl,0.5556,2,0.5556,2,0.5556,2,0.6667,2,0.5556,2,0
gel,gle,0.6667,1,0.6667,1,0.6667,1,0.8333,1,0.5556,3,0
gel,gle,1.0,0,1.0,0,0.9,1,1.0,0,0.9,2,1
gel,gle,0.7,1,0.7,1,0.85,1,0.85,1,0.6,2,0
gel,gle,0.6667,1,0.6667,1,0.6667,1,0.8333,1,0.5278,3,0
gel,gle,0.6111,2,0.6111,2,0.5833,3,0.6667,2,0.6889,3,0
gel,gle,0.8667,2,0.8667,2,0.8222,4,0.7333,2,0.8667,4,0
gel,gle,0.65,2,0.65,2,0.7,1,0.7,2,0.6,2,0
gel,gle,0.7,1,0.7,1,0.65,2,0.85,1,0.6,2,0
gel,gle,0.0,2,0.0,2,0.0,2,0.6667,2,0.5556,2,0
gel,gle,0.6667,1,0.6667,1,0.6667,1,0.8333,1,0.5556,2,0
gemfibrozil,gemfibrozil,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gemfibrozil,gemfibrozi,0.981,1,0.981,1,0.9939,2,1.0,0,1.0,1,1
gemfibrozil,egmfibrozil,0.869,2,0.869,2,0.8061,2,0.6667,3,0.9697,2,1
gemfibrozil,gemfibrozilon,0.9875,1,0.9875,1,1.0,2,1.0,0,1.0,2,1
gemfibrozil,gmefibrozil,0.9048,1,0.9048,1,0.9727,2,1.0,0,0.9727,2,1
gemmily,gemmily,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gemmily,gemmil,0.9333,1,0.9333,1,0.9429,2,0.8667,2,0.8944,2,0
gemmily,gemmil,1.0,0,1.0,0,0.9722,1,1.0,0,0.981,1,1
gemmily,gemmilty,0.9417,1,0.9417,1,0.9762,1,0.8833,1,0.9833,1,1
gemmily,gemmiy,0.9111,1,0.9111,1,0.9222,2,0.8667,1,0.9762,1,1
gemmily,gewmmily,1.0,0,1.0,0,1.0,0,1.0,0,0.9667,1,1
gemonil,gemonil,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gemonil,gemnil,1.0,0,1.0,0,0.9429,2,0.8667,2,0.9667,1,1
gemonil,gemnil,0.9333,1,0.9333,1,0.9722,1,1.0,0,0.8944,2,0
gemonil,gemonnil,1.0,0,1.0,0,1.0,0,1.0,0,0.9792,1,1
gemonil,gemnoil,1.0,0,1.0,0,0.9429,2,0.8667,2,0.9667,2,1
gemonil,gemoinl,1.0,0,1.0,0,0.9762,1,1.0,0,0.9714,2,1
gemtesa,gemtesa,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gemtesa,gemtesa,0.75,2,0.75,2,0.9611,1,0.8667,2,0.8794,2,0
gemtesa,gemtea,0.9417,1,0.9417,1,0.9333,2,0.8833,1,0.9762,1,1
gemtesa,gemtsea,1.0,0,1.0,0,0.9667,1,1.0,0,0.9714,2,1
gemzar,gemzar,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gemzar,gebmzar,0.7833,2,0.7833,2,0.9619,1,0.85,2,0.9619,1,1
gemzar,gemzaar,1.0,0,1.0,0,1.0,0,1.0,0,0.9762,1,1
gemzar,gemzarr,1.0,0,1.0,0,1.0,0,1.0,0,0.981,1,1
gemzar,gemazr,0.7222,2,0.7222,2,0.6667,4,0.6667,2,0.8222,2,0
gemzar,gemazr,1.0,0,1.0,0,0.9611,2,1.0,0,0.9611,2,1
genapax,genapax,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
genapax,enapax,0.8667,1,0.8667,1,0.7159,2,0.8333,1,0.9524,1,1
genapax,genaapx,1.0,0,1.0,0,0.9762,1,1.0,0,0.9714,2,1
genapax,genapxa,1.0,0,1.0,0,0.9762,1,1.0,0,0.9762,2,1
generlac,generlac,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
generlac,generlack,1.0,0,1.0,0,1.0,0,1.0,0,0.9926,1,1
generlac,generlc,1.0,0,1.0,0,0.9833,1,1.0,0,0.9833,1,1
generlac,generlzac,0.9667,1,0.9667,1,0.9852,1,1.0,0,0.9852,1,1
generlac,genqerlac,0.8756,1,0.8756,1,0.9741,1,0.8667,2,0.9741,1,1
gengraf,gengraf,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gengraf,gengbraf,0.9611,1,0.9611,1,0.975,1,0.8833,1,0.975,1,1
gengraf,gengrmaf,0.9667,1,0.9667,1,0.9792,1,1.0,0,0.9792,1,1
gengraf,egngraf,0.7389,2,0.7389,2,0.7937,2,0.5,3,0.9524,2,1
gengraf,gegnraf,0.9467,1,0.9467,1,0.9619,2,0.925,2,0.9619,2,1
genoptic,genoptic,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
genoptic,genoptic,0.7333,2,0.7333,2,0.75,2,0.5,2,0.75,2,0
genoptic,genopic,0.9533,1,0.9533,1,0.9792,1,0.8833,1,0.9792,1,1
genoptic,genoptifc,0.9667,1,0.9667,1,0.9889,1,1.0,0,0.9889,1,1
genoptic,genoptimc,0.9667,1,0.9667,1,0.9889,1,1.0,0,0.9889,1,1
genoptic,gneoptic,0.9333,1,0.9333,1,0.8554,1,1.0,0,0.9625,2,1
genosyl,genosyl,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
genosyl,genoosyl,1.0,0,1.0,0,1.0,0,1.0,0,0.975,1,1
genosyl,genosyll,1.0,0,1.0,0,1.0,0,1.0,0,0.9875,1,1
genosyl,genosly,1.0,0,1.0,0,0.9524,2,1.0,0,0.9762,2,1
genotropin,genotropin,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
genotropin,genootropin,1.0,0,1.0,0,1.0,0,1.0,0,0.9518,1,1
genotropin,genotropinn,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1
genotropin,genotropiwn,1.0,0,1.0,0,1.0,0,1.0,0,0.997,1,1
genotropin,geotropin,0.83,1,0.83,1,0.8633,2,0.85,2,0.9733,1,1
gentafair,gentafair,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gentafair,genctafair,0.9556,1,0.9556,1,0.9741,1,0.8667,2,0.9767,1,1
gentafair,gentaafair,1.0,0,1.0,0,1.0,0,1.0,0,0.9648,1,1
gentafair,gentfair,1.0,0,1.0,0,0.9464,1,1.0,0,0.9528,1,1
gentafair,getnafair,0.7833,3,0.7833,3,0.9667,2,0.925,2,0.9704,2,1
gentak,gentak,0.5,2,0.5,2,0.7778,2,0.6667,2,0.7778,2,0
gentak,gentak,0.6667,2,0.6667,2,0.7778,2,0.6667,2,0.7778,2,0
gentak,gentak,0.7833,2,0.7833,2,0.7778,2,0.8333,1,0.7778,2,0
gentak,gentak,0.8333,1,0.8333,1,0.6972,2,0.8333,1,0.8222,2,0
gentak,gentak,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gentak,gcentak,0.7833,2,0.7833,2,0.9571,1,1.0,0,0.9571,1,1
gentak,gentaak,1.0,0,1.0,0,1.0,0,1.0,0,0.9762,1,1
gentak,gentka,0.7778,2,0.7778,2,0.8133,2,0.8667,2,0.8444,2,0
gentak,gentka,1.0,0,1.0,0,0.9667,1,1.0,0,0.9667,2,1
gentamicin,gentamicin,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gentamicin,gentamicin,0.9222,2,0.9222,2,0.9389,2,0.8833,1,0.9481,2,0
gentamicin,gentaicin,0.9611,1,0.9611,1,0.9458,2,0.8833,1,0.9833,1,1
gentamicin,gentaicin,0.9667,1,0.9667,1,0.98,2,1.0,0,0.9648,2,0
gentamicin,gentaumicin,1.0,0,1.0,0,1.0,0,1.0,0,0.9848,1,1
gentamicin,getamicin,0.6556,2,0.6556,2,0.8696,1,0.75,2,0.9733,1,1
gentamicin,gentmaicin,1.0,0,1.0,0,0.9356,1,1.0,0,0.98,2,1
genvoya,genvoya,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
genvoya,geenvoya,1.0,0,1.0,0,1.0,0,1.0,0,0.9667,1,1
genvoya,genavoya,1.0,0,1.0,0,0.9611,1,1.0,0,0.9042,1,1
genvoya,genvya,1.0,0,1.0,0,0.96,1,1.0,0,0.9714,1,1
genvoya,genvya,0.8222,1,0.8222,1,0.8483,2,0.8667,1,0.8444,2,0
genvoya,gevnoya,0.9,2,0.9,2,0.8933,2,0.925,2,0.9619,2,1
geocillin,geocillin,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
geocillin,geocilliin,1.0,0,1.0,0,1.0,0,1.0,0,0.9933,1,1
geocillin,geoillin,0.925,1,0.925,1,0.8705,2,0.85,2,0.9741,1,1
geocillin,geoocillin,1.0,0,1.0,0,1.0,0,1.0,0,0.9767,1,1
geodon,geodon,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
geodon,geodon,0.8,1,0.8,1,0.8933,1,0.85,1,0.8444,2,0
geodon,eodon,0.75,2,0.75,2,0.84,2,0.7,3,0.84,2,0
geodon,eodon,0.7778,1,0.7778,1,0.8667,1,0.8333,1,0.9444,1,1
geodon,eodon,0.75,2,0.75,2,0.66,2,0.7,3,0.66,2,0
geodon,geoddon,1.0,0,1.0,0,1.0,0,1.0,0,0.9714,1,1
geodon,geodo3n,1.0,0,1.0,0,1.0,0,1.0,0,0.9762,1,1
geodon,gesodon,0.7222,2,0.7222,2,0.8705,2,0.85,2,0.9619,1,1
geodon,geoodn,1.0,0,1.0,0,0.9533,1,1.0,0,0.9611,2,1
geodon,geoodn,0.8,1,0.8,1,0.8267,2,0.85,1,0.8444,2,0
geopen,geopen,0.7778,1,0.7778,1,0.7833,1,0.8333,1,0.6944,2,0
geopen,geopen,0.7222,2,0.7222,2,0.7714,2,0.6667,3,0.8968,2,0
geopen,geopen,0.7778,1,0.7778,1,0.8667,1,0.8333,1,0.8222,2,0
geopen,geopen,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
geopen,geopen,0.8,1,0.8,1,0.8933,1,0.85,1,0.8444,2,0
geopen,geopen6,1.0,0,1.0,0,1.0,0,1.0,0,0.981,1,1
geopen,gesopen,0.7222,2,0.7222,2,0.7905,3,0.6667,3,0.8095,2,0
geopen,gesopen,0.6667,2,0.6667,2,0.7937,2,0.6667,2,0.7937,2,0
geopen,gesopen,0.8333,2,0.8333,2,0.8492,2,0.8333,1,0.8492,2,0
geopen,gesopen,0.7222,2,0.7222,2,0.8705,2,0.85,2,0.9619,1,1
geopen,ggeopen,0.7778,1,0.7778,1,1.0,0,1.0,0,0.9571,1,1
geopen,gepoen,0.7778,1,0.7778,1,0.8667,1,0.8333,1,0.8222,2,0
geopen,gepoen,0.7778,1,0.7778,1,1.0,0,1.0,0,0.9556,2,1
geref,geref,0.5556,2,0.5556,2,0.7333,2,0.6667,2,0.7,3,0
geref,geref,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
geref,gertef,0.9333,1,0.9333,1,0.9611,1,0.8667,2,0.9611,1,1
geref,gertef,1.0,0,1.0,0,0.8889,1,0.8333,1,0.6528,2,0
geref,atgeref,0.8667,2,0.8667,2,0.7714,2,0.5,4,0.9048,2,1
geref,gerefas,0.9417,1,0.9417,1,1.0,0,0.8833,1,0.9524,2,1
geref,greef,1.0,0,1.0,0,0.865,1,1.0,0,0.94,2,1
geref,greef,0.7222,2,0.7222,2,0.75,3,0.6667,3,0.8222,2,0
gerimal,gerimal,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gerimal,germal,1.0,0,1.0,0,0.9278,1,1.0,0,0.9667,1,1
gerimal,germal,0.6333,3,0.6333,3,0.7778,2,0.6667,2,0.7778,2,0
gerimal,geriaml,1.0,0,1.0,0,0.9762,1,1.0,0,0.9714,2,1
giazo,giazo,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
giazo,giaczo,1.0,0,1.0,0,0.9333,1,1.0,0,0.9611,1,1
giazo,giazzo,1.0,0,1.0,0,1.0,0,1.0,0,0.9667,1,1
giazo,giiazo,1.0,0,1.0,0,1.0,0,1.0,0,0.9556,1,1
gildagia,gildagia,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gildagia,gildagi,1.0,0,1.0,0,1.0,0,1.0,0,0.9875,1,1
gildagia,gildasgia,0.9533,1,0.9533,1,0.9762,1,1.0,0,0.9815,1,1
gildagia,gilldagia,1.0,0,1.0,0,1.0,0,1.0,0,0.9741,1,1
gildagia,giladgia,0.9333,1,0.9333,1,0.9611,1,1.0,0,0.9708,2,1
gildagia,glidagia,1.0,0,1.0,0,0.95,2,1.0,0,0.9625,2,1
gildess,gildess,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gildess,giludess,1.0,0,1.0,0,0.9533,1,1.0,0,0.9708,1,1
gildess,giledss,1.0,0,1.0,0,0.9533,1,1.0,0,0.9667,2,1
gildess,glidess,1.0,0,1.0,0,0.925,2,1.0,0,0.9571,2,1
gilenya,gilenya,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gilenya,gilena,1.0,0,1.0,0,1.0,0,1.0,0,0.9762,1,1
gilenya,gilena,1.0,0,1.0,0,0.8667,1,0.8333,1,0.746,3,0
gilenya,gilena,0.5556,2,0.5556,2,0.7333,2,0.6667,2,0.7778,2,0
gilenya,gilennya,1.0,0,1.0,0,1.0,0,1.0,0,0.9792,1,1
gilenya,ilenya,0.7778,1,0.7778,1,0.6722,2,0.8333,1,0.9524,1,1
gilenya,ilenya,0.8222,1,0.8222,1,1.0,0,1.0,0,0.8222,2,0
gilenya,gielnya,1.0,0,1.0,0,0.9533,1,1.0,0,0.9619,2,1
gilenya,iglenya,0.9167,1,0.9167,1,0.7833,2,0.6667,3,0.9524,2,1
gimoti,gimoti,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gimoti,giimoti,1.0,0,1.0,0,1.0,0,1.0,0,0.873,1,1
gimoti,gimotie,1.0,0,1.0,0,0.9722,1,1.0,0,0.981,1,1
givlaari,givlaari,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
givlaari,givlaaari,1.0,0,1.0,0,1.0,0,1.0,0,0.9852,1,1
givlaari,givlaair,1.0,0,1.0,0,1.0,0,1.0,0,0.9833,2,1
givlaari,igvlaari,0.7833,2,0.7833,2,0.7889,2,0.6667,3,0.9583,2,1
glacial,glacial,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
glacial,gacial,0.825,1,0.825,1,0.83,1,0.75,2,0.9571,1,1
glacial,gglacial,1.0,0,1.0,0,1.0,0,1.0,0,0.9625,1,1
glacial,glaciaal,1.0,0,1.0,0,1.0,0,1.0,0,0.9833,1,1
glacial,glaciall,1.0,0,1.0,0,1.0,0,1.0,0,0.9875,1,1
glacial,myglacial,0.9333,1,0.9333,1,0.7778,2,0.5,3,0.9259,2,1
glatopa,glatopa,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
glatopa,glatoa,0.9417,1,0.9417,1,0.9333,2,0.8833,1,0.9762,1,1
glatopa,glatzopa,0.9533,1,0.9533,1,0.9714,1,0.8833,1,0.975,1,1
glatopa,glsatopa,0.9467,1,0.9467,1,0.9619,1,0.8667,2,0.9667,1,1
glatopa,glaotpa,1.0,0,1.0,0,0.9667,1,1.0,0,0.9667,2,1
gleevec,gleevec,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gleevec,glleevec,1.0,0,1.0,0,1.0,0,1.0,0,0.9667,1,1
gleevec,gzleevec,0.94,1,0.94,1,0.9571,1,1.0,0,0.9625,1,1
gleevec,gelevec,1.0,0,1.0,0,0.8571,1,1.0,0,0.9571,2,1
gleevec,gleevce,0.8833,1,0.8833,1,0.9667,1,1.0,0,0.9762,2,1
gliadel,gliadel,0.8333,1,0.8333,1,0.8889,1,0.8333,1,0.8492,2,0
gliadel,gliadel,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
gliadel,gliaadel,1.0,0,1.0,0,1.0,0,1.0,0,0.975,1,1
gliadel,gliadell,1.0,0,1.0,0,1.0,0,1.0,0,0.9875,1,1
gliadel,gzliadel,0.94,1,0.94,1,0.9571,1,1.0,0,0.9625,1,1
gliadel,glaidel,0.8333,1,0.8333,1,0.8889,1,0.8333,1,0.8492,2,0
gliadel,glaidel,1.0,0,1.0,0,1.0,0,1.0,0,0.9619,2,1
